본문,결과
"회사에 젊은 여직원이 들어왔는데 그린라이트인가요? 30대 후반 와인남입니다. 한달전에 20대 젊은 여직원이 들어왔는데, 저에게 자꾸 사적으로 연락하네요. 퇴근후에 뭐하냐, 대전 심심한데 소개시켜줘라. 업무 모르는데 카페에서 알려줘라 등등 여직원이 굉장히 이쁘고 성격도 좋아, 저한테 왜 이러는지는 모르겠지만 이거 호감맞나요?? 다음주에 고백하려고합니다.",0
얼마전에 은행가서 데스크에 나이또래 행원분께 연회비 10만원짜리 신용카드 신청했어 카드 받으러 오라고 개인 번호로 문자 오더니 만족하셨냐고도 개인번호로 전화로 오는데.. 원래 개인 번호로 연락와?? 이거 그린라이트?ㅋㅋㅋㅋ,0
"며칠 전부터 매일 연락하고 있는 사람이 있는데 거의 90%정도 상대방이 먼저 디엠하고 제가 한 30분 정도 답이 없으면 한번 더 디엠보내고 원래 톡하다가 디엠으로 넘어온건데 톡할때는 그냥 어, ~했어 이러기만 하다가 디엠하면서 친해졌거든요 그래서 말투가 ~했는뎀, 어쩌라구 막 이런식으로 하거든요? 그리고 가끔씩 챙겨주고 마주쳤을 때 먹을거 주고 시비도 걸고.. 근데 요즘에는 시험이라 그런지 연락을 한1시간 정도 후에 봐요.. 원래는 한 5분만에 봤는데 아 그리고 스토리같은거 올렸을 때 가끔씩 그거에 답장하고 하는데 상대가 남자입니다. 고등학생이구요 이거 저한테 관심 있는걸까요? 썸일까요..?",2
"안녕하세요 저는 중1 여학생입니다 저한테 중학교 들어와서 친해진 친구가 있는데요 같이 놀다보니까 그냥 자연스럽게 친해졌어요 근데 제가 워낙 그 친구랑만 연락을 많이하게되고 그러다보니 저랑 남사친 관계가 썸인지 의문이 들기 시작하더라고요.. 그 이유는 일단 제가 그 친구와 연락을 진짜 많이해요 하루에 기본2번이상은 하는거같아요 한번 연락할때도 10분에서 길면 30분동안 연락하기도 하고요..그리고 저는 그 친구에게 선톡이나 선펨을 몇번 안하는데 그 친구는 저한테 선톡이나 선펨을 굉장히 자주해요 연락할때도 대부분 그 친구가 먼저 연락하는경우가 많아요 연락오는 이유도 대부분 심심하다,놀아달라, 나뭐할까 이런 이유가 대부분이고요..반톡에서 대화하다가 갑자기 재미없다고 갠톡오는 경우도 있고요..그리고 연락하면 맛있게 먹어,잘자 이런말도 하고요.. 제 친구는 저한테 남사친이 저한테 호감있는거 같다고 하는데 저한테 호감있는게 맞지 궁금해요",1
옆에 와가지고 자기도 좀 가르쳐주면 안되냐 하고 약간 레슨 비스무리하게 해드렸더니 집 갈때 다음에 언제 오시냐고 또 가르쳐줄 수 있냐고 해서 인스타 알려드렸는데 이거 그린라이트라고 봐도 되는거야? 아니면 그냥 공짜 레슨해줘서 호구 물린거야?,2
저는 중학생이고요 페북에 댓글다는거마다 거의 대댓을 다는데 이거 썸일까요? 근데 또 펨은 안해서요.. 자꾸 헷갈리게 만들어요,1
3일 정도밖에 안지난 썸인거 같은데.. 카톡으로만 대화해요 통화를 안해요;; 흠… 뭐죠?,0
"남자는 관심 없어도 단둘이 가평 드라이브 갈 수 있다 남자가 여자 집까지 1시간 운전해서 데리러 옴 당일치기 가평 드라이브 감 남자가 커피, 밥 다 삼 낮에 만나서 밤 9시까지 놀다가 여자를 집에 데려다줌 그린라이트인가요?? 어장인가요 ㅠㅠ 참고) 남자가 원래 엄청 친절하고 친구도 많고 사교적인 사람이라 헷갈림",0
소개팅하고왔는데 소개녀가 갑자기 미래 꿈을 묻는거에요. 제가 아직 병무청 소속이라서 미래고 뭐고 생각할 시간이 없다. 라고 했더니 자기는 아기 낳아서 가정을 이루고 싶다. 라는 뜬금포를 던지는데 이거 그린라이트 인가요? 아님 저 혼자 행복회로 돌리는건가요? 솔직히 맘에 들긴 했네요,0
썸인지 친구인지 살짝 헷갈리지만 주변 친구들은 3자 입장에서 백퍼 썸이라도라구요..ㅎㅎ하하.. 오래 본 사이는 아닌데 대외활동으로 두세번 본 사이에요 말도 그렇게 많이는 안해봤는데 얼마전 어쩌다가 활동 관련으로 연락이 와서 연락 했는데 점점 일상 톡으로 넘어가게 됐어요 근데 이번주에 제가 시험기간이고 다음주 시험끝나는데 그 오빠는 다음주부터 시험기간이고 다다음주 목욜에 시험이 끝나요 6월 1일날 첫 연락왔고 계속 연락하는데 이틀 전에 한 번 만났어요 그 오빠가 보자해서.. 그 오빠 말로는 지나가면서 슥 제가 시험기간이라 바쁠까봐 연락 자주하면 민폐될까 생각해주는데 이게 썸이 맞나요?,1
"학생이고 상대는 저보다 나이 많아요 처음에는 연락 자주 안하다가 어느순간부터 자주하고 먼저 연락도 잘 해줬구요. (요즘들어선 예전보단 줄었어요) 전화하면 제가 하는말마다 피식거리길래 왜그러냐하면 귀여워서~ 이러고 질투도 해요. 또 뭐 너 주변에 연락하는 여자 많은것같다고 하면 없다하고 저밖에 없다하고.. 제가 여사친 머라머라 투정부리면 여사친 관련 스토리도 지우고, 제 친구 여사친이랑 맞팔한것도 언팔해주고 그래요 저녁에 잠 안오면 연락하고 전화해도 됀다하고요 그러다 뭐 어찌저찌하다보니 서로 사랑한다고도 하고.. 근데 몇일전에 예전보다 연락이 없길래 제가 먼저 연락하고 어쩌다가 서운해서 평생 친구나 하자 했더니 그럼 친구지 뭐냐,,,,; 이런식으로 연락이 왔어요 이때까지 있던것들이 무너진 느낌..? 이거 멀까요.. 3일전엔 전화로 사랑한다 했다가 2일전엔 저렇게 디엠오고 이게 대체 뭐죠 물론 저도 마음만 먹으면 사귀고는 싶지만 저번에 전남친이 권태기 와서 헤어지고 연애는 끝이 있구나 라는걸 깨달아서 제 기억에 연애는 그리 좋지 않은 기억이에요.. 아직은 썸이 좋고 상대도 제가 아직은 썸을 더 선호한다는걸 알아요. 어장이라는 생각은 저 디엠 받고 처음 든 생각이에요 결론적으로 말하자면 이거 썸인가요 아님 어장인가요?",1
여사친이랑 연락한지는 1달 정도 되었고 점점 친해지면서 아침에 항상 학교같이 등교하고 점심시간에 항상 같이 밥 먹고 밥 먹은 뒤 항상 운동장에서 15분 정도 같이 걷고 수업 시간에 저가 필기 못한 거를 보여주고 학교 마치고 데이트 3~4번 정도 하고 데이트 끝난 뒤 집에 항상 데려다 달라고 해요 이유를 물어보니까 저랑 더 있고 싶다고 하고 자기 전에 여사친이랑 영상통화 40~50분 정도 하고 자는데 이거 썸일까요? 고백을 못 하고 있어요 여사친 주위에 잘생긴 애들이 너무 많아서..,2
썸일까요....? 남사친이 고민 있대서 전화하고(2번 정도? 1시간 이상) 그리고 남사친이 직접 전화도 왔어요 힘들다고...그리고 한 3번 정도 공부를 목적으로 슬쩍 데이트를 했어요 그리고 못 만나면 줌 켜서 공부하고 떠들고... 남사친이 이러면서 자꾸 다른 남자랑 저의 사이가 질투난다는 표시를 하고 힘들 때 누구 한 명한테 말하려고 했는데 그게 너였다. 그리고 날 챙겨줄 사람이 필요하다. 이러는데 썸이에요...? 근데 사람 많은 곳에선 뚝딱거립니다 막 10분씩 투자해서 괜찮은 식당 가자고 막 찾던데...,2
27살이고 남자는 32살 이거든요 썸을 6주 째 타고 있는데 주변사람이 무슨사이냐고 물어봤을때 썸타는 사이라고 얘기 하더라고 그런데 썸이 좀 길어지는 거 같아서 문의를 드리는데요 3가지를 말하더라고요 좋아하거나 어장이거나 신중한사람이거나 그런데 진도를 다 나갔긴한데 이것때문에 신중한을 잘 모르겠어요 진도랑 또 사귀는 마음은 별개 일까요? 그리고 또 자는게 목적이였으면 4주를 더 연락한 이유도 모르겠는데 괜히 물어보고 떠보기에는 또 애매해서요 혹시 얘랑은 썸타는 척하면서 섹파로 지내야지 이런마음 일까요?,0
경찰행정학과 나와서 경찰 준비하다가 그만두고 직장생활 열심히 하고 있었는데 한달 전에 같은 과 친하게 지냈던 남자 선배한테 잘 지내냐고 연락이 왔어요 작년부터 경찰 준비 다시하고 있다고 하더라구요 반가운 마음에 이런저런 이야기 하고 연락 이어나가고 있었는데 다치면 걱정하고 맨날 밥 먹었냐 물어보고 티키타카도 잘 맞아서 맨날 웃으면서 카톡하고 그랬어요 3월 말 시험 끝나면 꼭 만나자 그러고 썸이라고 확신했는데.. 오늘도 이런저런 이야기하다가 오빠 나 좋아하냐고 대놓고 물었더니 동생으로서 좋아한대요..ㅎ..,0
INTJ가 먼저 말 걸면 호감있는거 맞아? 업무 얘기 아니고 그냥 스몰토크(2마디 정도) 걸고 지나가 업무상 말고는 다른 사람한테 말 안 거는 사람인데.. 내가 대시해도 되는 부분인가 난 여자 먼저 톡은 안 옴.....ㅠ,0
호감 살짝 티내면서 나 더 전진해도 돼? 아님 마음 접을까요? 나 너 한번 다녀온거 상관없어. 요런 메시지를 담을 수 있는 은근한 표현이나 액션 없을까..? 예의에 어긋나지 않게...(싫다하면 맘 접을거야) 사실 지금은 이것저것 옆에서 챙기고만 잇고 챙긴거에대해서 가끔 ㅇㅇ 샘 이거 그때 왜그런거에요..? 하고 슬쩍 둘이있을때 물어보시는 단계에용.. 니가 외적으로 나 맘에 안 드는 거 있으면 노력하겠다는 메시지도 담고싶음... 존나 초고난도죠.. 고백은 제가 한번 박음,0
남자사람오빠.. 술 엄청 센거 아는데 술마시다가 손목을 잡는 건 ....그냥 호감표시인가보다 하구 좋게 넘기는 게 좋겟지.? ㅠ.ㅠㅋㅋ,0
"이거 호감있는걸까? 알게된지 한달 좀 넘은 남자분이랑 지난 토욜에 당일치기로 같이 놀러갔어. 거기서 내가 다른 사람들이랑 이야기 하는 사이에 자기가 시킨 밥이랑 국을 그릇에 담아서 나 먹으라고 셋팅해주고,, 많이 걸어다니는 일정이었는데 발 안아프냐구 수시로 물어봐주고,, 집에 돌아가기 전에 2시간 걸리니까 미리 뭐라도 먹이고 들여보내야된다면서 먹을거 사서 어미새처럼 얼른 먹으라 계속 그러더라구? 난 이런 행동들을 전남친들이나 날 좋아했던 남자분들한테 받아왔는데ㅋㅋ 이분이 워낙 친절한 성격이라서 걍 호의로 그러는 건지 모르겠어... (평소에 나한테 친절 + 성격 밝아서 좋다, 밝아서 사람 기분 좋아지게 한다, 밝고 긍정적인 성격이 매력이다 이런 소리 진짜 잘해줰ㅋㅋㅋ) 글구 항상 취미 생활 사진이나 단체사진, 혼자 찍은 사진만 인스타에 올리는 분인데, 나랑 놀러가서 단둘이 찍은 사진을 오늘 올렸더라구..?난 여기서 나한테 호감있구나 느꼈는데 내가 오바하는 걸까???",2
소개팅 첫날에 손바닥 크기 재보자면서 서로 맞댔으면 호감있는거?,0
소개팅으로 한달정도 연락하고 일주일에 한두번 만낫는데 ㅠ ㅠ ㅠ ㅠ 저도 썩 제스타일은 아니엇지만 남자가 계속보자고하고 연락도 매일먼저오고,0
일적으로 자주 같이 협업해야하는 부서사람이 있어요. 사실 제가 다른 지점에 있을 때부터 그 분이 맘에 들어서 눈길이 갔었어요.. 2년의 입사기간 중에 1년을 같은 지점에 있었는데 못친해지다가 다른 지점으로 이동하고 최근에 친해졌어요ㅠㅠ 근데 만나면 장난도 잘 치고 계속 투닥토닥 하고 얘기도 많이 하고 힘든거 할 때 나서서 도와주고 하기도 하고 퇴근하고도 카톡도 하고 그렇긴 한데 몇번 얘기하다가 꼭 제 카톡을 마지막으로 계속 연락이 다음날로 넘어가요.. 그 카톡에 답도 점심쯤에 하고 오후 2-3시에 한 카톡 답도 9시 넘어서 오고 카톡에 답하면 안읽고 다음날 답해요.. 그렇다고 일하느라 폰을 못 보는구나 하는데 그런 것도 아니고 폰도 계속 만지고있구요.. 카톡 내용보면 썸같다고 회사사람들이 다들 잘어울린다고 잘해보라고 그 남자만큼 좋은 사람도 없다고 꼭 잘해보라 할 정도예요. 평판이 진짜 좋아요. 인성교육이 제대로 된 사람 같다고 어른들도 너무 좋아하세요. 저는 잘되고 싶은데ㅜㅜ 이게 계속 반복되니 그냥 저 혼자의 썸인거같아요.. 이게 썸일까요?,0
저희 학교에 제가 관심있는 istp인 남자애가 있어요.몇개월전에 좋아해서 먼저 선톡했는데 읽씹하거나 단답했었거든요.그래서 좀 접어두다가 일주일전에 오랜만에 뭐하냐고 선뎀을 했는데 너는?이런식으로 계속 물어봐주고 인스타 스토리에 호감도 질문도 거의 끝까지 당겼고 다른반되서 좀 멀다ㅠ 그랬어요. 제가 저희반으로 많이 오라했더니 알겠다고 하더라고요.근데 선톡은 잘 안오고 제가 선톡하면 계속 물어봐주고 말 많이해요.근데 아직 좀 안친아서 학교에서 보면 인사는 안하긴한데 이거 썸인가요..?istp분들 좀 알려주세요ㅠ,0
밤에 전화로 노래불러달래서 한 열곡 불러줬더니 잠들던데 이거 굳히기 그린라이트야? 참고로 이 남자는 나한테 맨날 내가 키가 좀만 더 작았으면 엄청 들이댔을거라고 해 그래서 양방향 호감이라구 생각하는데.. 다리를 자를수도없구 어떻게 하면 좋을까? 아 참고로 나 키 170중반ㅇ라 많이 커 ㅠ 댓글들 고마워,0
일끝나고 거의 매일 같이 저녁산책하는 친구가 있어요. 언제든 제가 부르면 나오고 (제가 맨날 걷자고 나오라고 해요) 비오는 날도 끝나는 시간 맞춰서 오라고 하면 회사 앞에 와서 기다리더라구요 (회사랑 걸어서 20분 거리. 가까움) 근데 이 친구도 할짓없고 심심하기도 해서 (현 백수) 편하게 거의 매일 마중나오라고 하고 같이 산책해요.. 서로가 심심해서 놀아주는 느낌 제가 계속 이렇게 불러도 되는거죠? 다른 뜻 없이 일 끝나고 재밌게 얘기하면서 하루를 마무리하는게 좋아서 부르는거거든요. 그냥 친구랑 매일 산책하듯 하는건데 이상한가요? 혹시 썸이라고 생각하진 않겠죠?,2
오늘 소개팅했는데 식사 1시간하고 까페에서 3시간이나 얘기했는데 그린라이트임? (분위긴 나쁘지않았음) 근데 애프터는 물어보니 본인 휴가계획이랑 병원예약 때문에 담주는 힘들고 다담주 목요일에 보자고 이야기함.. 담주도 아니고 다담주 목욜.. 그냥 더 만나기 싫다는거 둘러서 한 말일까??ㅠ,0
"회사 사람인데 이거 그린라이트인지 모르겠다 1. 마사지권 끊은거 나 줌 2. 나는 야근 중독자인데 언젠가부터 매일 같이 11시까지 있다가 같이 퇴근 함 3. 너무 빤히 쳐다봄 <= 이건 착각일수도 4. 사내메신저긴 하지만 사적인 내용도 많이 보냄 5. 그 분은 재택 자주하는데 내가 나와요~ 이러면 오후에라도 나와줌 6. 칭찬 많이 해줌 ex) 그 후드 예쁘네요, 잘하네요, 잘 어울리네요 쓰고 보니까 아닌 것 같기도 하네… 얼마만에 짝사랑이냐 반갑다 이눔아",2
이직한지 6개월 된 20대 직장인이구 제가 일하고 있는 부서와 연관없는 타부서 분과의 관계가 애매해서 고민글 올려요ㅠ 그분이 저한테 톡하기 시작한건 9월이었구 현재 그분이랑 매일 퇴근하고 나서도 카톡하고 있고 가끔 전화할 때는 한시간 넘어서 통화할 때도 있어요. 그리고 그 분이 저한테 먼저 말 걸때가 많기도 하구요 전에 심란한 일이 있어서 퇴근하고 나서 핸드폰을 잠시 안봤는데 그 사이에 제가 연락이 없어서 카톡이 더 왔더라구요 그래서 사정을 말했더니 위로해주려고 2시간 이상 통화한 적이 있어요 점심엔 따로 먹는데 퇴근 직전에 갑자기 그 분이 만나자고 해서 둘이서 술 마신 적도 3번 이상이기도 하구 밥만 먹고 헤어질 때도 있어요 그리고 최근 술자리에선 눈썹문신 얘기 나오다가 직접 만져보라고 한 적도 있어서 만진 적도 있구요 ㅎㅎ;; 글만 보면 썸처럼 느껴지겠지만 회사나 퇴근하고 만나면 친한 동료(친구)처럼 지내는 것 같다가도 간혹 위에서 말하는 것들 때문에 이게 썸인지 단순 친해서 그런건지 싶더라구요 이분이 저한테 신호를 보내는데 제가 눈치 없어서 그런걸까요? 다니면 단순 친해서 이런걸까요? 이 관계를 어떻게 해야할지 모르겠어요ㅠ,2
나 남사친 보러간다!!!!!!!!! 오늘 새벽에 남사친한테서 전화왔어?? 친구들이랑 술먹고 전화했대ㅋㅋㅋ 오늘 뭐하냐길래 딱히 뭐 없다그랬더니 오늘 보쟤?? 그린라이트 켜지는 건가?? 오늘도 원피스에?? 화장하고?? 고데기도했어???♀? 아근데 만나면 뭔가 기분이 묘해ㅎㅎㅎ 동성친구같으면서도 한번씩 설레는?ㅎㅎㅎ 3년을 아무감정 없이 잘 지냈는데 왜이러지....??,1
오픈채팅에서 만나서 1달째 스터디 중이야 1주일에 한번씩 4주 째! 상대가 먼저 번호 물어보는데 그린라이트 인가??? 아님 그냥 한달째 인데 번호는 알면 좋을거 같아 물어본걸까?? 참고로 공부 하다가 중간중간에 얘기 하는거 말고는 정말 스터디만 했어,0
4번째 봤는데 손도 잡고 전화도 하고 호감표현도 확실히 한거 같은데 당일 약속 파토 내서 관심없구나 미지근해서 연락하지말자 하니 관심은 있는데 아직 연애할만큼 좋지는 않다고ㅈ해서 몇 번 더 보기로 했거든 그래서 총 4번 봤는데도 상대방 스탠스가 그대로면 그냥 접는게 맞겠지? 내 친구가 이렇게 얘기했으면 그냥 접어라 어드바이스하겠는데 막상 내 상황이 되니까 좀 구질구질해지네 ㅎㅎ,0
여자가 남자 귀엽다고 하면 호감이라며. 남자가 여자 귀엽다고 하는것도 호감임?,0
업무때문에 이 지역에 온지 1년정도인데 주말에 할거도없고 심심해서 어느 사회복지센터에서 진행하는 프로그램참가 했거든요 거기 여자직원분이 저보고 여기 분이신가요?묻길래 아니다..고향은 저쪽인데 일때문에 여기 왔는데 한 1년정도 되었다고하니 저도 일때문에 여기왔는데 친구도 없고 외롭네요 하더라구요 이거 혹시 저한테 호감신호로 볼 수 있을까요? 다음주에도 프로그램이 있어서 또 참석할 예정인데 어떻게 자연스럽게 연락처 딸수 있을까요? 그분은 행사 진행자고 하니 제 연락처를 알것같긴한데.. 진짜 관심있었다면 저한테 연락이 왔겠죠? 어쩌죠..맘없다 생각하고 접어야될까요?,0
소개팅으로 2번 만나고 연락하다가 카톡 티키타카가 너무 안되고(상대방이 선톡은 하는데 답만 하는 스타일..) 만나서도 뭔가 자기가 삘받아야 입터지는 스타일이라 내가 너무 대화하는데 온오프로 기빨린다고 해야하나.. 그래서 너무 답답해서 순간적으로 질문이 너무 없으셔서 솔직히 잘 모르겠다고 말했는데 씹으시더라고.... 그렇게 끝나고 이제 일주일 정도 됐는데 다시 연락하면 가능성 있을까 대화 힘든것 빼곤 괜찮으신 분이라 뭔가 아쉬운가봐 사실 호감이 있는건지 잘 모르겠다고 대화를 하려던건데 씹히고 끝날줄 몰랐음.....,0
전직장에서 그냥 적당히 거리두면서 지내는 사람이 있었는데 얼마전에 회식하는데 오라고 해서 갔거든.. 나는 지금 건강이 좀 안좋아지는거 같애서 삼개월정도 쉬는중이고 이런저런 얘기하다가 어떻게 둘만 남았는데 아침까지 얘기하다가 호감이 생겨서 그 후에도 만나서 산책도 하고 밤새 얘기도 하고 그렇게 만나다가 얼마전에 진지하게 교제 해보고 싶다 그랬는데.. 몇번 더 만나보고 말해주겠대.. 이거 그냥 까인거 맞지? 그 후에도 연락 자주하고 월요일에 저녁먹기로 했는데 마음의 준비를 해야되나 ㅠㅠ,1
타지와서 길바닥에서 처음 본여자가(한국여자둘) 먼저 말걸고 말섞다보니 목적지가 같아서 택시 같이 탔다고(1500원나옴) 술사주면 그린라이트겠지? 만 난 술을 못마셔요 죄송 어젯밤에 있었던 일인데 자고 일어나니까 가서 콜라라도 마실걸 그랬나..,0
글을 대충써서 다시 올려봄 이거 그린라이트인지 아닌지 판정좀 하루종일 카톡해 회사에선 사내 메신저하구 퇴근하면 카톡 내용은 그냥 일상공유 친구같아 그냥 장난식으루 뭔가 호감 표시 비스무리하게 하는데 예를 들면 빨리 말했어야지 내가 데리러 갔지 뭐 이런거 근데 워낙 장난끼 많아서 걍 하는소린가 싶기도하고 그냥 친목인데 내가 개오바인건가 뭐지???? 나는 여자,2
학회에 갔다가 왔는데 어떤 젊은 남자 교수가(싱글임) 페이스북 친추와서는 학회장에서 날 봤는데 내가 맞는지 궁금해서 친추 했다고 하면서 자기 개인 폰 번호도 남겼어. 그래서 나도 내 소속 밝히고 학회장에서 있었던거 나 맞다고 했지 나는 뭐 따로 일적으로 접촉하려는 거라고 생각해서 내 명함 보내줬는데 이 분이 카카오톡으로 연락해도 되냐고 묻길래 그러라고 한 뒤로 계속 카톡 중인데 계속 자기 하루 일과 얘기해주고 운동했다고 하면서 헬스장에서 찍은 자기 셀카? 같은거 보내주면서 계속 대화를 이어가려고 하는데 아무리봐도 사적인 대화만 있고 공적인 대화는 없거든? 이 사람 의도를 잘 모르겠어; 친해진 다음에 뭐 도와달라고 하려고 그러나 싶고 아니면 그린라이트인가?,2
오랜만에 친한 언니 만났는데... 갑자기 통보하듯이 자기 회사 남자후배 데리고 온다고 해서.... 오래 알고 지낸 언니라 그냥 청바지에 운동화에 머리도 안 감고 떡진 채로 나갔는데....연예인 뺨치는 분을 데려오네 ㅠㅠㅠㅠ 이럴 줄 알았으면 원피스 이쁘게 입고 머리도 감고 그럴걸 ㅠㅠㅠㅠㅠㅠ 그래도 그분이 선톡했으니..그린라이트겠징? ?? 이제 나도 벚꽃 데이트 할 수 잇는 것일까 ??,0
"현제 31살인 남자입니다 일주일에 1번이상은 모임을 갖는 지역톡방이었습니다... 모임에 나가 보니 나름 마음에 드는 여성분도 계셔서 잘해보려고 전화번호를 주고 받고 카톡을 거의 매일 같이 하고 있습니다 정규 모임 외에도 그냥 둘이서 몇번 만나서 밥도 먹고 커피도 마시고 그랬습니다.... 그러던 중 제가 카톡 프사를 빨간색계열 츄리닝 입고 있는 사진을 올려놨습니다 근데 그 여성분이 프사가 너무 멋지시다...빨간색계통이 잘 어울리신다""라는 톡이 왔습니다 그냥 이런식으로 오늘 뭐 하셨냐.. 자기는 오늘 뭐 했다 이런 식으로 얘기를 계속 던지시더라고요.... 뭔가 기분이 좋은 거 같은데 이게 과연 썸일까요??",2
교회 오빠인데 예배 끝나고 그 오빠랑 저랑 가는 방향이 똑같거든요. 교회 끝나고 집으로 가는데 그 오빠가 제 뒤에 있다가 갑자기 저한테 와서는 이거 먹을래? 하고 사탕이나 젤리를 몇번이나 줬고 저랑 종종 눈도 마주쳤어요. 제가 뛰어가는 거 보고 제가 혹시 나 뛰는 거 봤냐 하니까 귀여웠다고 하고 그랬어요 근데 여자한테 그러는 게 아니라 모두한테 그런다고 했어요그리고 인스타 사진도 저만 좋아요 눌러주고요 제가 이 오빠한테 교회에서 호감 있는 사람 있냐 하니까 없다고 해서 제가 갑자기 열이 나서 그 오빠 주위에 잘생긴 친구가 많나고 물어봐서 그 오빠가 있긴한데 다 여친이 있다고 하더라고요 그러면서 제가 오빠는 연애 하고 싶지 않냐 하니까 부럽긴 한데 군대갈때까진 생각이 없다고 하던데 어떻게 하죠?,0
아니 제 친구들이 자꾸 저랑 친한 여자애랑 막 썸 이라고 우기는데 이게 진짜 썸일까요? 메세지는 거의 일주일에 4~5일 정도 얘기 하고 뭐 대화 길이는 10~15분 정도 합니다 만나는건 거의 일주일에 5일정도 보고 만날때마다 인사랑 대화는 한다.,2
"썸타다가 여러 이유로 끝냈었는데 다시 연락하고 있거든요. 근데 친구도 아니고 썸도 아니고 참 애매하네요.. 1, 제가 좋아하는 관심사를 기억해놓고 있다가 길가다 보이면 사진 찍어서 보내줌 2. 예전에 불렀던 애칭겸 별명을 아직도 부름 3. 연락은 꾸준히 하지않지만 가끔 생각날 때 연락 4. 주말에 일 해야되지만 저랑 만나는 날은 항상 빼놓을테니 언제나 오라고 해요. 코로나때문에 미루고 있지만 5. 주변 친구들과 한 번도 만난적 없는데 친구들이 저의 sns 팔로우하고 인사하고 그래요 아마 친구들에게 제 얘기를 몇 번 했었나봐요 예전에는 서로 좋아하는 마음이 있었으니 착각할 일 없었는데 지금은 관계가 애매하고 연락도 자주 안하니 참 어떤 관계인지 모르겠네요ㅠ",0
둘만의 약속을 계속 잡으려고 하던데.. 이게 이어지면 썸인거죠..?,1
빅맥셋트 시키고 캐첩 3개 받아서 설레는 맘 안고 알바 번따했다. 멘트는 캐첩 3개 받고 운수좋은 날이라 번호까지 받을 것 같은데 어캐 안되겠냐고 날림. 약간 올드한데 먹혔다 번호 받고 9시에 끝난다고 해서 서점에서 기다리는 중 카톡 프사 보니까 알바 번호 진짜로 받은듯???? 형냐들도 캐첩 3개 받으면 그린라이트로 알고 번따 도전해봐라,2
회사에 호감가는사람이있는데 몇달됐음.. 스쳐가는 감정이겠거니 했는데 이사람이 너무 궁금해 ㅠㅠㅠ 단둘이 만나서 수다떨고싶고 ㅠ 그래서 내 생각은 여럿이서 좀좀따리로 보면서 친밀감을 쌓다가 최대한 자연스럽게 둘이서 약속잡아보는건데.. 물론 안자연스럽겠지만 ㅋㅋㅋ큐ㅠㅠ 이게될지안될지 봐줘봐방.. <상황> 일적으로알게됨 깊티주고받고 어쩌다 카톡하게돼서 계속 하다가 중간에 끊김 이번에 인사이동나서 그분이랑 부서 위치가 쪼오끔 가까워짐!! (원랜 아예 다른데서 근무 ㅜ) 내마음이 조금 식은탓일까 오히려 편하게 말걸게 돼서 채팅도 하고 카톡도하고 하다가 점심때 단둘이 커피도 먹으러감!! 근데 점심때라 의미부여할 건덕지도 못됨 ^-ㅠ 단둘이 커피사러갔을때 나보고 자기 동기모임 오라함 근데 일정전달은 못받음 ㅎㅎ; 며칠뒤에 또 여럿이서 커피먹으러감 뭐.. 내가봐도 정말 아무 가망이 없다 그치..? 그래두.. 내가 노력하면 일말의 가능성이라도 있는건지 아니면 시도도 하지 말아야하는 건지 궁금해..ㅋㅋ ㅠ,2
자기가 마시던 커피 맛있다고 한번 나보고 맛보라고 괜찮다고 했는데 굳이 마셔보라고하고 내가 남은거 다 마셔서 컵 버려주겠다 했는데 자기 물받아서 더 마실거라고 괜찮대 이미 내 입도 한번 닿은건데 컵상태도 쪼글거리고 이거 내 망상이지..? 평소에 호감은 있긴했는데 내가남자,0
남자가 여자한테 계속 귀엽다함 밥물고있는 모습보고 나보고 다람쥐같다 귀엽다 손이 왜그렇게 작냐 등등 이런 멘트 자꾸 쓴다 호감인거누,2
작년에 바프찍고 요요 직격탄으로 맞아서 걍 지금은 근육통통이인 여자임. 그래도 웨이트하다 보니 재미도 있고 퇴근 후에 할 것도 별로 없어서 매일 꾸준히 헬스장 가는데 여기서 딱봐도 운동 많이 하신 몸짱인 분이랑 밤늦게까지 헬스장 마감 하고 왔던 날이 있음 ㅋㅋ ㅋ 그러면서 인사 주고받고 얘기 좀 하면서 다음에 운동 같이해요 하시길래 얼마전에 운동 같이 하고 유산소 타면서 얘기하고 내년에 같이 대회 나가보자 하면서 얘기하는데 그냥 동네 헬린이 가르쳐 주고 싶어서 그런건가욤??? 어제도 마주쳤는데 담에 또 운동 같이 하자 하심... 그린라이트인지 아님 그냥 재능기부인지...??^^ 근데 연락처 교환이나 이런건 없음...찐호감이거나 하면 연락처 물어보지 않나..?,2
"고등학생때 일이었는데요 제가 학원에서 혼자 여자였는데요. 게다가 저혼자 다른 학교였습니다. 다른 남학생이 저를 많이 챙겨줬는데요. 제가 이런 저런일로 학원을 많이 빠져서 진도가 뒤죽박죽일때도 많이 챙겨줬습니다. 문제 풀이한거를 알려준다거나, 나눠준 프린트물을 가지고 있다가 제가 학원에 나오면 주었습니다. 강의실도 바뀌면 알려줬고요. 그래서 나혼자 겉돌고 여자라서 챙겨주나보다 하고 넘겼습니다. 나중에 대학생이 되서 만났는데, 그때 호감이 있던거였어요. 그치만 그 친구는 같은 대학에 붙은 제 친구와 사귀게 되었습니다.",2
